"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 부천시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"경기도 부천시 괴안동","162-2","0162","0002","태송팰리채","59.99","202101","29","32,500","7","2008","부광로41번길 64",""
"경기도 부천시 괴안동","162-2","0162","0002","태송팰리채","73.82","202103","20","39,500","4","2008","부광로41번길 64",""
"경기도 부천시 괴안동","104","0104","0000","트윈파크","55.4428","202101","6","27,300","7","2004","부광로36번길 37",""
"경기도 부천시 괴안동","86","0086","0000","풍남","48.87","202102","15","14,900","1","1987","범안로58번길 24",""
"경기도 부천시 괴안동","110-24","0110","0024","하늘채아파트","55.17","202103","9","31,000","12","2018","경인로 472",""
"경기도 부천시 괴안동","3-16","0003","0016","한아름1차(가,나동)","34.83","202101","9","14,300","4","1983","경인로 462",""
"경기도 부천시 괴안동","3-16","0003","0016","한아름1차(가,나동)","34.83","202101","11","13,450","5","1983","경인로 462",""
"경기도 부천시 괴안동","184","0184","0000","한아름5차","41.4","202103","6","15,900","2","1988","경인로562번길 21",""
"경기도 부천시 괴안동","184","0184","0000","한아름5차","41.4","202103","13","16,500","2","1988","경인로562번길 21",""
"경기도 부천시 괴안동","184","0184","0000","한아름5차","49.5","202103","19","19,000","2","1988","경인로562번길 21",""
"경기도 부천시 괴안동","112-9","0112","0009","한양","84.47","202102","24","34,500","6","2004","경인로425번길 128",""
"경기도 부천시 괴안동","88","0088","0000","현대(88-0)","55.57","202101","4","16,000","3","1986","범안로 37",""
"경기도 부천시 괴안동","105-4","0105","0004","현대1차","51.37","202101","20","33,800","5","1989","경인로498번길 68",""
"경기도 부천시 괴안동","105-3","0105","0003","현대2차","51.37","202103","20","34,800","4","1989","경인로498번길 58",""
"경기도 부천시 괴안동","105","0105","0000","현대3차","51.37","202102","27","33,000","1","1989","부광로22번길 43",""
"경기도 부천시 괴안동","산15","0015","0000","현대허니문","43.74","202102","4","12,700","5","1988","안곡로30번길 27",""
"경기도 부천시 괴안동","산15","0015","0000","현대허니문","41.52","202103","2","13,700","3","1988","안곡로30번길 27",""
"경기도 부천시 괴안동","산15","0015","0000","현대허니문","43.74","202103","22","14,000","2","1988","안곡로30번길 27",""
"경기도 부천시 괴안동","산15","0015","0000","현대허니문","41.52","202103","23","12,900","2","1988","안곡로30번길 27",""
"경기도 부천시 내동","352","0352","0000","계남랑데뷰","58.68","202103","26","31,500","13","2017","부천로416번길 56",""
"경기도 부천시 내동","292-7","0292","0007","대성파크빌","35.33","202101","22","10,800","6","2003","부천로432번길 15",""
"경기도 부천시 내동","54-4","0054","0004","서울","71.538","202101","9","26,500","4","2004","신흥로377번가길 7",""
"경기도 부천시 내동","349","0349","0000","서초","51.84","202103","23","15,850","2","1992","수도로245번길 69",""
"경기도 부천시 내동","349","0349","0000","서초","56.97","202103","31","14,000","4","1992","수도로245번길 69",""
"경기도 부천시 내동","348","0348","0000","신영","51","202103","9","12,500","5","1990","삼작로233번길 50",""
"경기도 부천시 내동","348","0348","0000","신영","51","202103","26","14,200","2","1990","삼작로233번길 50",""
"경기도 부천시 내동","345","0345","0000","이룸이루미","81.388","202102","19","29,300","5","2008","삼작로233번길 60",""
"경기도 부천시 내동","345","0345","0000","이룸이루미","81.388","202103","16","28,500","2","2008","삼작로233번길 60",""
"경기도 부천시 내동","345","0345","0000","이룸이루미","81.388","202103","23","29,500","4","2008","삼작로233번길 60",""
"경기도 부천시 내동","25-1","0025","0001","하이트뷰아파트","52.64","202101","23","22,500","8","2016","신흥로393번길 27",""
"경기도 부천시 내동","35-1","0035","0001","한일코지세상 A동","84.75","202102","24","40,500","8","2017","중동로414번길 52",""
"경기도 부천시 도당동","134-2","0134","0002","근화","55.8","202102","19","15,500","2","1994","성곡로97번길 13",""
"경기도 부천시 도당동","134-2","0134","0002","근화","55.8","202102","27","15,800","2","1994","성곡로97번길 13",""
"경기도 부천시 도당동","46-1","0046","0001","대화","41.4","202103","2","10,500","2","1986","수도로180번길 62",""
"경기도 부천시 도당동","46-1","0046","0001","대화","41.4","202103","22","11,200","4","1986","수도로180번길 62",""
"경기도 부천시 도당동","266-3","0266","0003","동신","59.69","202101","5","26,500","4","1984","길주로363번길 90",""
"경기도 부천시 도당동","266-3","0266","0003","동신","51.98","202101","6","20,000","1","1984","길주로363번길 90",""
"경기도 부천시 도당동","120","0120","0000","동아","57.87","202101","25","15,000","5","1990","삼작로280번길 35",""
"경기도 부천시 도당동","120","0120","0000","동아","57.87","202102","8","16,200","1","1990","삼작로280번길 35",""
"경기도 부천시 도당동","120","0120","0000","동아","57.87","202103","8","15,800","5","1990","삼작로280번길 35",""
"경기도 부천시 도당동","62","0062","0000","미성하이츠(미성아파트)","72.48","202103","29","24,000","6","2001","삼작로 258",""
"경기도 부천시 도당동","125","0125","0000","복사골2차","54.99","202103","5","16,600","4","1991","삼작로292번길 41-20",""
"경기도 부천시 도당동","125","0125","0000","복사골2차","52.38","202103","27","15,500","5","1991","삼작로292번길 41-20",""
"경기도 부천시 도당동","48","0048","0000","봉림","53.67","202102","23","14,700","4","1990","수도로206번길 74",""
"경기도 부천시 도당동","48","0048","0000","봉림","47.19","202103","5","13,500","1","1990","수도로206번길 74",""
"경기도 부천시 도당동","109","0109","0000","삼보","41.22","202101","9","13,500","2","1989","삼작로 267",""
"경기도 부천시 도당동","109","0109","0000","삼보","41.22","202101","18","13,300","2","1989","삼작로 267",""
"경기도 부천시 도당동","109","0109","0000","삼보","41.22","202101","18","13,300","4","1989","삼작로 267",""
"경기도 부천시 도당동","109","0109","0000","삼보","41.22","202103","1","11,250","4","1989","삼작로 267",""
"경기도 부천시 도당동","266-4","0266","0004","성원","49.73","202101","4","26,000","1","1984","부천로245번길 44",""
"경기도 부천시 도당동","266-4","0266","0004","성원","49.73","202103","15","28,500","1","1984","부천로245번길 44",""
"경기도 부천시 도당동","57-1","0057","0001","우남(57-1)","52.11","202102","2","17,500","2","1990","삼작로256번길 16",""
"경기도 부천시 도당동","57-1","0057","0001","우남(57-1)","52.11","202102","28","16,000","5","1990","삼작로256번길 16",""
"경기도 부천시 도당동","57-1","0057","0001","우남(57-1)","58.86","202103","2","18,700","5","1990","삼작로256번길 16",""
"경기도 부천시 도당동","69","0069","0000","우남2차","52.11","202103","10","16,200","4","1990","부천로366번길 93",""
"경기도 부천시 도당동","69","0069","0000","우남2차","59.22","202103","17","17,000","5","1990","부천로366번길 93",""
"경기도 부천시 도당동","92-11","0092","0011","주영홈타운103동","79.395","202101","23","34,300","4","2005","삼작로268번길 63",""
"경기도 부천시 도당동","105-3","0105","0003","푸른솔","44.52","202103","18","13,500","5","1989","성곡로69번길 107",""
"경기도 부천시 도당동","105-3","0105","0003","푸른솔","42.36","202103","25","13,500","5","1989","성곡로69번길 107",""
"경기도 부천시 도당동","105-3","0105","0003","푸른솔","44.52","202103","30","12,400","5","1989","성곡로69번길 107",""
"경기도 부천시 범박동","158","0158","0000","다청림","84.96","202103","6","36,300","1","2010"," 112",""
"경기도 부천시 범박동","234-1","0234","0001","범박휴먼시아2단지","84.93","202101","8","54,000","1","2011","양지남로68번길 25",""
"경기도 부천시 범박동","234-1","0234","0001","범박휴먼시아2단지","84.67","202101","11","60,000","13","2011","양지남로68번길 25",""
"경기도 부천시 범박동","234-1","0234","0001","범박휴먼시아2단지","84.15","202102","25","53,000","14","2011","양지남로68번길 25",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","39.69","202101","5","25,900","17","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","39.69","202101","18","26,000","5","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","59.95","202101","20","46,000","21","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","59.95","202101","25","48,000","16","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","75.84","202101","31","52,800","12","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","59.95","202102","1","54,500","24","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","59.95","202102","2","50,200","7","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","39.69","202102","4","25,950","1","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","122.8","202102","5","64,500","12","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","39.69","202102","9","26,200","16","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","122.8","202102","13","65,000","3","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","75.84","202102","16","59,100","3","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","84.49","202103","5","59,800","5","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","39.69","202103","6","26,000","12","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","122.8","202103","29","71,500","14","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","59.95","202103","30","51,000","2","2004","범안로 81",""
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","59.95","202103","31","51,800","3","2004","범안로 81",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","4","53,700","3","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","5","58,600","8","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","14","60,000","11","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","99.61","202101","16","63,000","16","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","27","60,000","5","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","28","60,800","25","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","29","62,500","14","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202101","29","62,500","14","2003","범안로96번길 23","20210216"
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","99.61","202102","1","54,400","8","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","99.61","202102","3","63,700","23","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","84.39","202102","4","60,500","5","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","99.61","202102","23","64,800","21","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","99.61","202103","22","62,800","2","2003","범안로96번길 23",""
"경기도 부천시 범박동","152-2","0152","0002","부천범박힐스테이트 4단지","99.61","202103","30","63,800","1","2003","범안로96번길 23",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","70.4","202101","4","52,000","18","2003","은성로 172-17",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","70.4","202101","14","45,700","2","2003","은성로 172-17",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","84.39","202101","21","54,700","10","2003","은성로 172-17",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","84.39","202102","3","56,800","1","2003","은성로 172-17",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","84.39","202102","6","59,000","3","2003","은성로 172-17",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","70.4","202102","17","55,500","10","2003","은성로 172-17",""
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","70.4","202103","18","53,500","10","2003","은성로 172-17",""
"경기도 부천시 범박동","153-2","0153","0002","부천범박힐스테이트2단지","99.61","202102","18","50,000","17","2004","범안로 80",""
"경기도 부천시 범박동","153-2","0153","0002","부천범박힐스테이트2단지","75.84","202103","5","60,000","4","2004","범안로 80",""
"경기도 부천시 범박동","153-2","0153","0002","부천범박힐스테이트2단지","75.84","202103","13","59,000","24","2004","범안로 80",""
"경기도 부천시 범박동","153-2","0153","0002","부천범박힐스테이트2단지","75.84","202103","21","60,000","4","2004","범안로 80","20210329"
"경기도 부천시 범박동","153-2","0153","0002","부천범박힐스테이트2단지","75.84","202103","22","59,300","10","2004","범안로 80",""
"경기도 부천시 범박동","155-1","0155","0001","부천범박힐스테이트3단지","84.92","202102","25","54,000","24","2004","범안로95번길 32",""
"경기도 부천시 범박동","155-1","0155","0001","부천범박힐스테이트3단지","84.92","202103","20","61,500","23","2004","범안로95번길 32",""
"경기도 부천시 범박동","151-2","0151","0002","부천범박힐스테이트5단지","140.94","202101","9","72,000","17","2003","범안로 130-27",""
"경기도 부천시 범박동","151-2","0151","0002","부천범박힐스테이트5단지","122.8","202101","12","67,000","6","2003","범안로 130-27",""
"경기도 부천시 범박동","151-2","0151","0002","부천범박힐스테이트5단지","140.94","202101","12","71,800","20","2003","범안로 130-27",""
